ObservationID	LocationID	Date	Count	Complete
RHOE_01.02_1994_11	RHOE_01.02	1994-11-15	0	1
RHOE_01.02_1994_12	RHOE_01.02	1994-12-15	124	1
RHOE_01.02_1995_1	RHOE_01.02	1995-01-15	70	1
RHOE_01.02_1995_11	RHOE_01.02	1995-11-15	65	1
RHOE_01.02_1995_12	RHOE_01.02	1995-12-15	90	1
RHOE_01.02_1995_2	RHOE_01.02	1995-02-15	0	1
RHOE_01.02_1996_1	RHOE_01.02	1996-01-15	99	1
RHOE_01.02_1997_1	RHOE_01.02	1997-01-15	2	1
RHOE_01.02_1998_1	RHOE_01.02	1998-01-15	138	1
RHOE_01.02_1999_1	RHOE_01.02	1999-01-15	135	1
RHOE_01.02_1999_11	RHOE_01.02	1999-11-15	0	1
RHOE_01.02_2000_1	RHOE_01.02	2000-01-15	975	1
RHOE_01.02_2001_1	RHOE_01.02	2001-01-15	506	1
RHOE_01.02_2002_1	RHOE_01.02	2002-01-15	430	1
RHOE_01.02_2003_1	RHOE_01.02	2003-01-15	270	1
RHOE_01.02_2004_1	RHOE_01.02	2004-01-15	124	1
RHOE_01.02_2004_11	RHOE_01.02	2004-11-15	264	1
RHOE_01.02_2004_12	RHOE_01.02	2004-12-15	198	1
RHOE_01.02_2005_1	RHOE_01.02	2005-01-15	320	1
RHOE_01.02_2005_11	RHOE_01.02	2005-11-15	288	1
RHOE_01.02_2005_12	RHOE_01.02	2005-12-15	239	1
RHOE_01.02_2006_1	RHOE_01.02	2006-01-15	217	1
RHOE_01.02_2006_11	RHOE_01.02	2006-11-15	150	1
RHOE_01.02_2006_12	RHOE_01.02	2006-12-15	124	1
RHOE_01.02_2006_2	RHOE_01.02	2006-02-15	159	1
RHOE_01.02_2007_1	RHOE_01.02	2007-01-15	144	1
RHOE_01.02_2007_11	RHOE_01.02	2007-11-15	302	1
RHOE_01.02_2007_12	RHOE_01.02	2007-12-15	295	1
RHOE_01.02_2007_2	RHOE_01.02	2007-02-15	144	1
RHOE_01.02_2008_1	RHOE_01.02	2008-01-15	388	1
RHOE_01.02_2008_11	RHOE_01.02	2008-11-15	510	1
RHOE_01.02_2008_12	RHOE_01.02	2008-12-15	537	1
RHOE_01.02_2008_2	RHOE_01.02	2008-02-15	30	1
RHOE_01.02_2009_1	RHOE_01.02	2009-01-15	206	1
RHOE_01.02_2009_2	RHOE_01.02	2009-02-15	233	1
RHOE_01.02_2010_1	RHOE_01.02	2010-01-15	176	1
RHOE_01.02_2010_11	RHOE_01.02	2010-11-15	679	1
RHOE_01.02_2010_12	RHOE_01.02	2010-12-15	160	1
RHOE_01.02_2011_1	RHOE_01.02	2011-01-15	358	1
RHOE_01.02_2011_11	RHOE_01.02	2011-11-15	468	1
RHOE_01.02_2011_12	RHOE_01.02	2011-12-15	465	1
RHOE_01.02_2011_2	RHOE_01.02	2011-02-15	184	1
RHOE_01.02_2012_1	RHOE_01.02	2012-01-15	135	1
RHOE_01.02_2012_11	RHOE_01.02	2012-11-16	485	1
RHOE_01.02_2012_12	RHOE_01.02	2012-12-15	375	1
RHOE_01.02_2012_2	RHOE_01.02	2012-02-15	221	1
RHOE_01.02_2013_1	RHOE_01.02	2013-01-12	334	1
RHOE_01.02_2013_12	RHOE_01.02	2013-12-15	2620	1
RHOE_01.02_2013_2	RHOE_01.02	2013-02-16	178	1
RHOE_01.02_2014_1	RHOE_01.02	2014-01-18	318	1
RHOE_01.02_2014_2	RHOE_01.02	2014-02-15	200	1
RHOE_01.03_1995_1	RHOE_01.03	1995-01-15	136	1
RHOE_01.03_1995_2	RHOE_01.03	1995-02-15	0	1
RHOE_01.03_1998_1	RHOE_01.03	1998-01-15	464	1
RHOE_01.03_1999_1	RHOE_01.03	1999-01-15	367	1
RHOE_01.03_2000_1	RHOE_01.03	2000-01-15	152	1
RHOE_01.03_2001_1	RHOE_01.03	2001-01-15	226	1
RHOE_01.03_2002_1	RHOE_01.03	2002-01-15	76	1
RHOE_01.04_1995_11	RHOE_01.04	1995-11-15	0	1
RHOE_01.04_1995_12	RHOE_01.04	1995-12-15	275	1
RHOE_01.04_1996_1	RHOE_01.04	1996-01-15	299	1
RHOE_01.04_2005_1	RHOE_01.04	2005-01-15	113	1
RHOE_01.04_2007_11	RHOE_01.04	2007-11-15	88	1
RHOE_01.04_2007_12	RHOE_01.04	2007-12-15	103	1
RHOE_01.04_2008_1	RHOE_01.04	2008-01-15	117	1
RHOE_01.04_2008_11	RHOE_01.04	2008-11-15	125	1
RHOE_01.04_2008_12	RHOE_01.04	2008-12-15	124	1
RHOE_01.04_2008_2	RHOE_01.04	2008-02-15	67	1
RHOE_01.04_2009_1	RHOE_01.04	2009-01-15	65	1
RHOE_01.04_2009_11	RHOE_01.04	2009-11-15	6	1
RHOE_01.04_2009_12	RHOE_01.04	2009-12-15	13	1
